year, MPeople
1900,51.07380769230849
1901.008403361345,53.23607554210548
1902.016806722689,55.39834339190293
1903.025210084034,57.56061124170037
1904.033613445378,59.72287909149736
1905.042016806723,61.88514694129435
1906.050420168067,64.0474147910918
1907.058823529412,66.20968264088924
1908.067226890756,68.37195049068623
1909.075630252101,70.53421834048368
1910.084033613445,72.69648619028112
1911.09243697479,74.85875404007857
1912.100840336135,77.02102188987556
1913.109243697479,79.18328973967255
1914.117647058823,81.34555758946954
1915.126050420168,83.50782543926744
1916.134453781513,85.67009328906443
1917.142857142857,87.83236113886142
1918.151260504202,89.99462898865931
1919.159663865546,92.1568968384563
1920.168067226891,94.3191646882533
1921.176470588235,96.48143253805119
1922.18487394958,98.64370038784818
1923.193277310924,100.8059682376452
1924.201680672269,102.9682360874422
1925.210084033613,105.1305039372401
1926.218487394958,107.2927717870371
1927.226890756303,109.455039636834
1928.235294117647,111.6173074866319
1929.243697478992,113.7795753364289
1930.252100840336,115.9418431862259
1931.260504201681,118.1041110360238
1932.268907563025,120.2663788858199
1933.27731092437,122.4286467356178
1934.285714285714,124.5909145854148
1935.294117647059,126.7531824352127
1936.302521008403,128.9154502850097
1937.310924369748,131.0777181348067
1938.319327731092,133.2399859846046
1939.327731092437,135.4022538344016
1940.336134453782,137.5645216841986
1941.344537815126,139.7267895339955
1942.35294117647,141.8890573837925
1943.361344537815,144.0513252335904
1944.36974789916,146.2135930833874
1945.378151260504,148.3758609331853
1946.386554621849,150.5381287829823
1947.394957983193,152.7003966327793
1948.403361344538,154.8626644825772
1949.411764705882,157.0249323323742
1950.420168067227,159.1872001821712
1951.428571428571,161.3494680319682
1952.436974789916,163.5117358817652
1953.44537815126,165.6740037315631
1954.453781512605,167.8362715813601
1955.46218487395,169.998539431158
1956.470588235294,172.1608072809549
1957.478991596639,174.3230751307519
1958.487394957983,176.4853429805498
1959.495798319328,178.6476108303468
1960.504201680672,180.8098786801438
1961.512605042017,182.9721465299408
1962.521008403361,185.1344143797378
1963.529411764706,187.2966822295357
1964.53781512605,189.4589500793327
1965.546218487395,191.6212179291306
1966.55462184874,193.7834857789276
1967.563025210084,195.9457536287246
1968.571428571429,198.1080214785225
1969.579831932773,200.2702893283185
1970.588235294118,202.4325571781164
1971.596638655462,204.5948250279134
1972.605042016807,206.7570928777104
1973.613445378151,208.9193607275083
1974.621848739496,211.0816285773053
1975.63025210084,213.2438964271032
1976.638655462185,215.4061642769002
1977.64705882353,217.5684321266972
1978.655462184874,219.7306999764951
1979.663865546218,221.8929678262912
1980.672268907563,224.0552356760891
1981.680672268908,226.2175035258861
1982.689075630252,228.379771375683
1983.697478991597,230.5420392254809
1984.705882352941,232.7043070752779
1985.714285714286,234.8665749250758
1986.72268907563,237.0288427748728
1987.731092436975,239.1911106246698
1988.739495798319,241.3533784744668
1989.747899159664,243.5156463242638
1990.756302521008,245.6779141740617
1991.764705882353,247.8401820238587
1992.773109243697,250.0024498736557
1993.781512605042,252.1647177234536
1994.789915966387,254.3269855732506
1995.798319327731,256.4892534230476
1996.806722689076,258.6515212728455
1997.81512605042,260.8137891226424
1998.823529411765,262.9760569724394
1999.831932773109,265.1383248222364
2000.840336134454,267.3005926720343
2001.848739495798,269.4628605218313
2002.857142857143,271.6251283716283
2003.865546218487,273.7873962214262
2004.873949579832,275.9496640712232
2005.882352941177,278.1119319210202
2006.890756302521,280.2741997708172
2007.899159663865,282.4364676206151
2008.90756302521,284.5987354704121
2009.915966386555,286.7610033202091
2010.924369747899,288.923271170007
2011.932773109244,291.0855390198039
2012.941176470588,293.2478068696009
2013.949579831933,295.4100747193988
2014.957983193277,297.5723425691958
2015.966386554622,299.7346104189928
2016.974789915966,301.8968782687898
2017.983193277311,304.0591461185877
2018.991596638655,306.2214139683847
2020,308.3836818181817
