year, MPeople
1900,83.78339560445602
1901.008403361345,83.98473866235145
1902.016806722689,84.22236714431347
1903.025210084034,84.4962810503348
1904.033613445378,84.80648038041545
1905.042016806723,85.15296513454814
1906.050420168067,85.5357353127547
1907.058823529412,85.95479091501329
1908.067226890756,86.4101319413312
1909.075630252101,86.90175839170843
1910.084033613445,87.42967026615224
1911.09243697479,87.9938675646481
1912.100840336135,88.59435028721055
1913.109243697479,89.23111843382503
1914.117647058823,89.90417200449883
1915.126050420168,90.61351099923922
1916.134453781513,91.35913541803166
1917.142857142857,92.14104526089068
1918.151260504202,92.95924052780902
1919.159663865546,93.81372121878667
1920.168067226891,94.70448733382364
1921.176470588235,95.63153887291992
1922.18487394958,96.59487583607552
1923.193277310924,97.59449822329771
1924.201680672269,98.63040603457193
1925.210084033613,99.70259926991275
1926.218487394958,100.8110779293056
1927.226890756303,101.9558420127578
1928.235294117647,103.1368915202765
1929.243697478992,104.3542264518474
1930.252100840336,105.6078468074702
1931.260504201681,106.8977525871669
1932.268907563025,108.2239437909229
1933.27731092437,109.5864204187383
1934.285714285714,110.9851824706129
1935.294117647059,112.4202299465469
1936.302521008403,113.8915628465402
1937.310924369748,115.3991811705928
1938.319327731092,116.9430849187047
1939.327731092437,118.5232740908759
1940.336134453782,120.1397486871065
1941.344537815126,121.7925087073891
1942.35294117647,123.4815541517455
1943.361344537815,125.206885020154
1944.36974789916,126.9685013126218
1945.378151260504,128.7664030291562
1946.386554621849,130.6005901697426
1947.394957983193,132.4710627343957
1948.403361344538,134.377820723108
1949.411764705882,136.3208641358724
1950.420168067227,138.3001929727034
1951.428571428571,140.3158072335864
1952.436974789916,142.367706918536
1953.44537815126,144.4558920275449
1954.453781512605,146.5803625606131
1955.46218487395,148.7411185177407
1956.470588235294,150.9381598989276
1957.478991596639,153.171486704181
1958.487394957983,155.4410989334865
1959.495798319328,157.7469965868513
1960.504201680672,160.08917966429
1961.512605042017,162.4676481657734
1962.521008403361,164.8824020913162
1963.529411764706,167.3334414409255
1964.53781512605,169.8207662145796
1965.546218487395,172.3443764123003
1966.55462184874,174.9042720340876
1967.563025210084,177.5004530799342
1968.571428571429,180.1329195498402
1969.579831932773,182.8016714438127
1970.588235294118,185.5067087618372
1971.596638655462,188.2480315039211
1972.605042016807,191.0256396700643
1973.613445378151,193.8395332602668
1974.621848739496,196.6897122745286
1975.63025210084,199.576176712857
1976.638655462185,202.4989265752374
1977.64705882353,205.4579618616772
1978.655462184874,208.4532825721835
1979.663865546218,211.4848887067419
1980.672268907563,214.5527802653596
1981.680672268908,217.6569572480439
1982.689075630252,220.7974196547875
1983.697478991597,223.9741674855832
1984.705882352941,227.1872007404454
1985.714285714286,230.436519419367
1986.72268907563,233.7221235223478
1987.731092436975,237.044013049388
1988.739495798319,240.4021880004802
1989.747899159664,243.7966483756391
1990.756302521008,247.2273941748645
1991.764705882353,250.6944253981419
1992.773109243697,254.1977420454787
1993.781512605042,257.737344116882
1994.789915966387,261.3132316123374
1995.798319327731,264.9254045318521
1996.806722689076,268.5738628754334
1997.81512605042,272.2586066430813
1998.823529411765,275.9796358347739
1999.831932773109,279.7369504505186
2000.840336134454,283.5305504903372
2001.848739495798,287.3604359542151
2002.857142857143,291.2266068421523
2003.865546218487,295.1290631541488
2004.873949579832,299.0678048902046
2005.882352941177,303.0428320503197
2006.890756302521,307.0541446345014
2007.899159663865,311.1017426427352
2008.90756302521,315.1856260750355
2009.915966386555,319.3057949313879
2010.924369747899,323.4622492117996
2011.932773109244,327.6549889162779
2012.941176470588,331.8840140448083
2013.949579831933,336.1493245974052
2014.957983193277,340.4509205740615
2015.966386554622,344.7888019747625
2016.974789915966,349.1629687995373
2017.983193277311,353.5734210483715
2018.991596638655,358.020158721265
2020,362.5031818182179
